eventID	eventType	device	device_operation_label	device_operation_subdevices	device_operation_devicetypes	sensor_id	start_date	end_date	start_time	end_time	lat_start	lon_start	lat_end	lon_end	start_depth_m	end_depth_m	eventDate	eventTime	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT
PS149_21-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-07-25	2025-07-25	21:51:21	00:32:30	82.6776	27.0699	82.6632	26.9858	3965.9	3966.4	2025-07-25	21:51:21/00:32:30	82.6704	 27.0279	1000	LINESTRING(27.0699 82.6776, 26.9858 82.6632)
PS149_21-3	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-07-25	2025-07-25	22:03:51	22:06:48	82.6763	27.0645	82.6759	27.0631	3965.9	3965.9	2025-07-25	22:03:51/22:06:48	82.6761	 27.0638	24	LINESTRING(27.0645 82.6763, 27.0631 82.6759)
PS149_21-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-25	2025-07-25	00:36:01	00:43:22	82.6630	26.9840	82.6625	26.9803	3966.8	3967.5	2025-07-25	00:36:01/00:43:22	82.6627	 26.9822	38	LINESTRING(26.9840 82.6630, 26.9803 82.6625)
PS149_21-5	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-07-26	2025-07-26	10:31:51	12:37:48	82.6318	26.7842	82.6290	26.7324	3977.2	3978.4	2025-07-26	10:31:51/12:37:48	82.6304	 26.7583	401	LINESTRING(26.7842 82.6318, 26.7324 82.6290)
PS149_21-6	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-07-26	2025-07-26	14:29:27	15:55:09	82.6249	26.7174	82.6197	26.7118	3978.7	3978	2025-07-26	14:29:27/15:55:09	82.6223	 26.7146	292	LINESTRING(26.7174 82.6249, 26.7118 82.6197)
PS149_21-7	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-07-26	2025-07-26	15:58:09	16:27:18	82.6194	26.7114	82.6172	26.7089	3978.2	3978.4	2025-07-26	15:58:09/16:27:18	82.6183	 26.7101	124	LINESTRING(26.7114 82.6194, 26.7089 82.6172)
PS149_21-8	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-07-26	2025-07-26	16:27:54	16:43:43	82.6172	26.7089	82.6160	26.7074	3978.2	3977.3	2025-07-26	16:27:54/16:43:43	82.6166	 26.7081	68	LINESTRING(26.7089 82.6172, 26.7074 82.6160)
PS149_21-9	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-07-26	2025-07-26	16:44:44	17:04:27	82.6159	26.7073	82.6143	26.7055	3977.2	3976.7	2025-07-26	16:44:44/17:04:27	82.6151	 26.7064	90	LINESTRING(26.7073 82.6159, 26.7055 82.6143)
PS149_22-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-07-29	2025-07-29	10:30:04	12:52:25	83.2446	21.8526	83.2511	21.8841	4069.5	4069.6	2025-07-29	10:30:04/12:52:25	83.2478	 21.8683	416	LINESTRING(21.8526 83.2446, 21.8841 83.2511)
PS149_22-2	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-07-29	2025-07-29	10:54:51	11:04:40	83.2470	21.8557	83.2470	21.8566	4069.9	4070.3	2025-07-29	10:54:51/11:04:40	83.2470	 21.8561	6	LINESTRING(21.8557 83.2470, 21.8566 83.2470)
PS149_22-3	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-07-29	2025-07-29	12:52:54	15:04:09	83.2512	21.8840	83.2517	21.9564	4070	4069.8	2025-07-29	12:52:54/15:04:09	83.2515	 21.9202	474	LINESTRING(21.8840 83.2512, 21.9564 83.2517)
PS149_23-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	65975f30-96fa-4140-b359-d13f111ab9ca	2025-07-29	2025-07-29	15:05:09	15:13:36	83.2517	21.9612	83.2513	21.9266	4069.9	4069.9	2025-07-29	15:05:09/15:13:36	83.2515	 21.9439	227	LINESTRING(21.9612 83.2517, 21.9266 83.2513)
PS149_24-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-29	2025-07-29	22:06:59	22:14:50	83.6214	17.6156	83.6234	17.6218	4070	4070.3	2025-07-29	22:06:59/22:14:50	83.6224	 17.6187	118	LINESTRING(17.6156 83.6214, 17.6218 83.6234)
PS149_24-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-29	2025-07-29	23:03:36	23:11:03	83.6698	16.9955	83.6704	16.9842	4072.6	4072.6	2025-07-29	23:03:36/23:11:03	83.6701	 16.9899	77	LINESTRING(16.9955 83.6698, 16.9842 83.6704)
PS149_24-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-29	2025-07-29	00:05:07	00:12:11	83.7266	16.4715	83.7276	16.4660	4067.7	4067.3	2025-07-29	00:05:07/00:12:11	83.7271	 16.4688	65	LINESTRING(16.4715 83.7266, 16.4660 83.7276)
PS149_24-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-29	2025-07-29	01:19:39	01:25:26	83.8022	16.7610	83.8034	16.7644	4070.9	4070.9	2025-07-29	01:19:39/01:25:26	83.8028	 16.7627	70	LINESTRING(16.7610 83.8022, 16.7644 83.8034)
PS149_24-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-30	2025-07-30	02:46:27	02:53:27	83.8517	16.0775	83.8513	16.0785	4069	4069.2	2025-07-30	02:46:27/02:53:27	83.8515	 16.0780	23	LINESTRING(16.0775 83.8517, 16.0785 83.8513)
PS149_24-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-30	2025-07-30	03:56:36	04:06:09	83.8713	15.3989	83.8690	15.4068	4070.7	4069.7	2025-07-30	03:56:36/04:06:09	83.8702	 15.4029	136	LINESTRING(15.3989 83.8713, 15.4068 83.8690)
PS149_24-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-30	2025-07-30	05:21:45	05:28:09	83.8003	15.0718	83.7996	15.0687	4064.3	4064.6	2025-07-30	05:21:45/05:28:09	83.8000	 15.0702	43	LINESTRING(15.0718 83.8003, 15.0687 83.7996)
PS149_24-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-30	2025-07-30	06:17:42	06:24:12	83.7400	15.0017	83.7392	14.9913	4066.4	4066.6	2025-07-30	06:17:42/06:24:12	83.7396	 14.9965	77	LINESTRING(15.0017 83.7400, 14.9913 83.7392)
PS149_24-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-30	2025-07-30	07:47:34	07:58:06	83.6997	15.7636	83.6993	15.7608	4070.2	4070.2	2025-07-30	07:47:34/07:58:06	83.6995	 15.7622	28	LINESTRING(15.7636 83.6997, 15.7608 83.6993)
PS149_25-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-07-30	2025-08-01	09:00:05	19:31:26	83.7575	15.8090	83.7359	18.9914	3939.7	4072.5	2025-07-30T09:00:05Z/2025-08-01T19:31:26Z		83.7467	 17.4002	19347	LINESTRING(15.8090 83.7575, 18.9914 83.7359)
PS149_25-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-07-31	2025-07-31	11:02:43	11:12:37	83.7067	17.1125	83.7072	17.1218	4070.7	4070.9	2025-07-31	11:02:43/11:12:37	83.7070	 17.1172	63	LINESTRING(17.1125 83.7067, 17.1218 83.7072)
PS149_25-11	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-07-31	2025-07-31	12:27:48	15:09:27	83.7104	17.1944	83.7153	17.4430	4070.9	4074.6	2025-07-31	12:27:48/15:09:27	83.7128	 17.3187	1540	LINESTRING(17.1944 83.7104, 17.4430 83.7153)
PS149_25-12	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-07-31	2025-07-31	12:44:56	12:53:46	83.7111	17.2126	83.7116	17.2232	4071.1	4071.1	2025-07-31	12:44:56/12:53:46	83.7114	 17.2179	70	LINESTRING(17.2126 83.7111, 17.2232 83.7116)
PS149_25-13	station	Maritime Robotics Otter Pro USV SN124	otter_pro_usv_124		small boat	28f5f680-0af8-431f-a46b-736ae926c241	2025-07-31	2025-07-31	15:15:45	17:28:09	83.7151	17.4547	83.7074	17.6820	4072.9	4072.7	2025-07-31	15:15:45/17:28:09	83.7113	 17.5683	1451	LINESTRING(17.4547 83.7151, 17.6820 83.7074)
PS149_25-14	station	TV-guided Multiple Corer	TV-MUC		corer	59405e69-7179-4bf0-b71c-0db656bfc279	2025-08-01	2025-08-01	19:43:43	22:45:20	83.7406	19.0050	83.7491	19.0376	4071.3	4072.7	2025-08-01	19:43:43/22:45:20	83.7448	 19.0213	513	LINESTRING(19.0050 83.7406, 19.0376 83.7491)
PS149_25-2	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	798f7a48-587d-4257-afa7-5b1c81e7df61	2025-07-30	2025-07-30	12:04:44	14:01:27	83.7579	15.8394	83.7558	15.9237	3941.9	3951.4	2025-07-30	12:04:44/14:01:27	83.7568	 15.8815	524	LINESTRING(15.8394 83.7579, 15.9237 83.7558)
PS149_25-3	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-07-30	2025-07-30	14:03:27	15:55:09	83.7557	15.9257	83.7472	16.0520	3951.7	4046.3	2025-07-30	14:03:27/15:55:09	83.7515	 15.9888	900	LINESTRING(15.9257 83.7557, 16.0520 83.7472)
PS149_25-4	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-07-30	2025-07-30	15:56:09	16:14:18	83.7470	16.0531	83.7450	16.0708	4046.2	4049.5	2025-07-30	15:56:09/16:14:18	83.7460	 16.0619	155	LINESTRING(16.0531 83.7470, 16.0708 83.7450)
PS149_25-5	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-07-30	2025-07-30	16:15:09	16:30:09	83.7449	16.0717	83.7431	16.0854	4049.5	4045.2	2025-07-30	16:15:09/16:30:09	83.7440	 16.0786	130	LINESTRING(16.0717 83.7449, 16.0854 83.7431)
PS149_25-6	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-07-30	2025-07-30	16:30:45	16:47:09	83.7430	16.0859	83.7410	16.0999	4045.2	4033.8	2025-07-30	16:30:45/16:47:09	83.7420	 16.0929	140	LINESTRING(16.0859 83.7430, 16.0999 83.7410)
PS149_25-7	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-07-30	2025-07-30	16:54:09	17:12:09	83.7401	16.1056	83.7377	16.1192	4028.2	4014.4	2025-07-30	16:54:09/17:12:09	83.7389	 16.1124	157	LINESTRING(16.1056 83.7401, 16.1192 83.7377)
PS149_25-8	station	Remotely ObServing INsitu camera for Aggregates	ROSINA		underwater cameras	e0d55827-0762-4c94-bae3-ca8b44259bea	2025-07-30	2025-07-30	17:57:56	20:25:57	83.7316	16.1480	83.7158	16.1920	3978.3	4063.7	2025-07-30	17:57:56/20:25:57	83.7237	 16.1700	919	LINESTRING(16.1480 83.7316, 16.1920 83.7158)
PS149_25-9	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-07-31	2025-07-31	10:03:01	10:59:14	83.7045	17.0598	83.7066	17.1092	4070.8	4070.7	2025-07-31	10:03:01/10:59:14	83.7055	 17.0845	323	LINESTRING(17.0598 83.7045, 17.1092 83.7066)
PS149_26-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-01	2025-08-01	01:04:06	01:11:21	83.7323	17.3724	83.7317	17.3291	4072.5	4071.9	2025-08-01	01:04:06/01:11:21	83.7320	 17.3507	265	LINESTRING(17.3724 83.7323, 17.3291 83.7317)
PS149_26-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-02	2025-08-02	03:19:45	03:26:09	83.8002	15.8619	83.8040	15.8588	4028.5	3827.5	2025-08-02	03:19:45/03:26:09	83.8021	 15.8604	212	LINESTRING(15.8619 83.8002, 15.8588 83.8040)
PS149_27-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	65975f30-96fa-4140-b359-d13f111ab9ca	2025-08-02	2025-08-02	14:52:45	14:56:16	83.7893	6.9923	83.7904	6.9853	3747.9	3817.7	2025-08-02	14:52:45/14:56:16	83.7898	  6.9888	74	LINESTRING(6.9923 83.7893, 6.9853 83.7904)
PS149_28-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-02	2025-08-02	15:36:09	17:30:45	83.8201	6.7820	83.8188	6.8940	3846.3	3857.8	2025-08-02	15:36:09/17:30:45	83.8194	  6.8380	675	LINESTRING(6.7820 83.8201, 6.8940 83.8188)
PS149_28-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-02	2025-08-02	18:29:18	20:49:27	83.8183	6.8981	83.8149	6.9244	3858	3860.5	2025-08-02	18:29:18/20:49:27	83.8166	  6.9113	246	LINESTRING(6.8981 83.8183, 6.9244 83.8149)
PS149_28-3	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-02	2025-08-02	18:46:36	18:52:23	83.8182	6.9084	83.8178	6.9106	3858.8	3858.9	2025-08-02	18:46:36/18:52:23	83.8180	  6.9095	26	LINESTRING(6.9084 83.8182, 6.9106 83.8178)
PS149_28-4	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-02	2025-08-02	18:52:07	18:55:59	83.8178	6.9105	83.8176	6.9117	3858.9	3859.4	2025-08-02	18:52:07/18:55:59	83.8177	  6.9111	13	LINESTRING(6.9105 83.8178, 6.9117 83.8176)
PS149_29-1	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-03	2025-08-03	18:07:49	18:19:43	83.6182	-11.8597	83.6047	-11.9016	3974.7	3978.6	2025-08-03	18:07:49/18:19:43	83.6114	-11.8806	795	LINESTRING(-11.8597 83.6182, -11.9016 83.6047)
PS149_29-2	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-03	2025-08-03	19:05:00	19:17:45	83.5442	-12.0469	83.5442	-12.0629	3714.9	3719.3	2025-08-03	19:05:00/19:17:45	83.5442	-12.0549	100	LINESTRING(-12.0469 83.5442, -12.0629 83.5442)
PS149_29-3	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-03	2025-08-03	20:50:48	21:07:41	83.5194	-12.6745	83.5246	-12.6973	3686.4	3696.2	2025-08-03	20:50:48/21:07:41	83.5220	-12.6859	323	LINESTRING(-12.6745 83.5194, -12.6973 83.5246)
PS149_29-4	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-03	2025-08-03	21:47:15	21:56:54	83.5296	-13.0817	83.5318	-13.0784	3594.7	3595.8	2025-08-03	21:47:15/21:56:54	83.5307	-13.0800	124	LINESTRING(-13.0817 83.5296, -13.0784 83.5318)
PS149_29-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-03	2025-08-03	00:10:21	00:20:15	83.5913	-13.1130	83.5925	-13.1025	3609.1	3607.9	2025-08-03	00:10:21/00:20:15	83.5919	-13.1078	93	LINESTRING(-13.1130 83.5913, -13.1025 83.5925)
PS149_29-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-03	2025-08-04	01:59:18	02:24:09	83.5739	-13.6902	83.5762	-13.6634	3660.4	3664.4	2025-08-04T01:59:18Z/2025-08-04T02:24:09Z		83.5750	-13.6768	210	LINESTRING(-13.6902 83.5739, -13.6634 83.5762)
PS149_29-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-04	2025-08-04	03:50:09	03:59:36	83.5076	-13.6448	83.5083	-13.6342	3651.6	3649	2025-08-04	03:50:09/03:59:36	83.5079	-13.6395	77	LINESTRING(-13.6448 83.5076, -13.6342 83.5083)
PS149_29-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-04	2025-08-04	05:03:09	05:09:54	83.4285	-13.3813	83.4276	-13.3428	3589.4	3571.3	2025-08-04	05:03:09/05:09:54	83.4280	-13.3620	250	LINESTRING(-13.3813 83.4285, -13.3428 83.4276)
PS149_29-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-04	2025-08-04	05:52:45	06:01:23	83.4609	-12.8548	83.4676	-12.7993	3586	3586.4	2025-08-04	05:52:45/06:01:23	83.4642	-12.8270	513	LINESTRING(-12.8548 83.4609, -12.7993 83.4676)
PS149_3-1	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-07-06	2025-07-06	04:24:06	06:01:31	81.5933	17.6703	81.5926	17.6756	1649.2	1631.5	2025-07-06	04:24:06/06:01:31	81.5930	 17.6730	58	LINESTRING(17.6703 81.5933, 17.6756 81.5926)
PS149_30-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-04	2025-08-06	09:28:09	21:30:46	83.5856	-12.5664	83.7186	-11.0124	3922.9	3947.7	2025-08-04T09:28:09Z/2025-08-06T21:30:46Z		83.6521	-11.7894	12133	LINESTRING(-12.5664 83.5856, -11.0124 83.7186)
PS149_30-10	station	Remotely ObServing INsitu camera for Aggregates	ROSINA		underwater cameras	e0d55827-0762-4c94-bae3-ca8b44259bea	2025-08-04	2025-08-04	17:38:45	18:59:58	83.6089	-12.0554	83.6106	-11.9971	3977.7	3977.2	2025-08-04	17:38:45/18:59:58	83.6098	-12.0263	373	LINESTRING(-12.0554 83.6089, -11.9971 83.6106)
PS149_30-11	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-08-04	2025-08-04	19:00:34	19:26:38	83.6106	-11.9967	83.6110	-11.9774	3977.2	3977.1	2025-08-04	19:00:34/19:26:38	83.6108	-11.9870	122	LINESTRING(-11.9967 83.6106, -11.9774 83.6110)
PS149_30-12	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-05	2025-08-05	10:05:19	11:42:35	83.6162	-11.4545	83.6203	-11.4235	3975.8	3969.2	2025-08-05	10:05:19/11:42:35	83.6182	-11.4390	298	LINESTRING(-11.4545 83.6162, -11.4235 83.6203)
PS149_30-13	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-05	2025-08-05	12:49:31	16:37:18	83.6226	-11.3988	83.6262	-11.3352	3976.7	3861.7	2025-08-05	12:49:31/16:37:18	83.6244	-11.3670	441	LINESTRING(-11.3988 83.6226, -11.3352 83.6262)
PS149_30-14	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-05	2025-08-05	13:15:24	13:27:12	83.6234	-11.3889	83.6238	-11.3851	3901.9	3805.4	2025-08-05	13:15:24/13:27:12	83.6236	-11.3870	32	LINESTRING(-11.3889 83.6234, -11.3851 83.6238)
PS149_30-15	profile	Maritime Robotics Otter Pro USV SN124	otter_pro_usv_124		small boat	28f5f680-0af8-431f-a46b-736ae926c241	2025-08-05	2025-08-05	16:56:18	17:52:45	83.6263	-11.3336	83.6263	-11.3266	3862.1	3857.5	2025-08-05	16:56:18/17:52:45	83.6263	-11.3301	43	LINESTRING(-11.3336 83.6263, -11.3266 83.6263)
PS149_30-16	station	Remotely ObServing INsitu camera for Aggregates	ROSINA		underwater cameras	e0d55827-0762-4c94-bae3-ca8b44259bea	2025-08-05	2025-08-05	18:00:02	19:04:19	83.6264	-11.3258	83.6275	-11.3235	3857.8	3874.8	2025-08-05	18:00:02/19:04:19	83.6269	-11.3246	63	LINESTRING(-11.3258 83.6264, -11.3235 83.6275)
PS149_30-17	station	Multi Corer	MUC_PS		corer	4dd77697-7c38-48bc-bea5-655b74ac1d50	2025-08-06	2025-08-06	12:58:37	15:58:27	83.6922	-11.0976	83.7044	-11.0240	3937.2	3937.5	2025-08-06	12:58:37/15:58:27	83.6983	-11.0608	815	LINESTRING(-11.0976 83.6922, -11.0240 83.7044)
PS149_30-2	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-04	2025-08-04	12:01:28	14:01:36	83.5993	-12.4106	83.6055	-12.2417	3989.4	3987.1	2025-08-04	12:01:28/14:01:36	83.6024	-12.3261	1103	LINESTRING(-12.4106 83.5993, -12.2417 83.6055)
PS149_30-3	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	798f7a48-587d-4257-afa7-5b1c81e7df61	2025-08-04	2025-08-04	14:02:45	15:53:45	83.6055	-12.2404	83.6074	-12.1350	3987.2	3978	2025-08-04	14:02:45/15:53:45	83.6064	-12.1877	662	LINESTRING(-12.2404 83.6055, -12.1350 83.6074)
PS149_30-4	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-04	2025-08-04	15:57:09	16:10:45	83.6075	-12.1323	83.6077	-12.1218	3978	3977.9	2025-08-04	15:57:09/16:10:45	83.6076	-12.1270	66	LINESTRING(-12.1323 83.6075, -12.1218 83.6077)
PS149_30-5	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-04	2025-08-04	16:11:45	16:22:09	83.6077	-12.1210	83.6079	-12.1132	3977.9	3977.9	2025-08-04	16:11:45/16:22:09	83.6078	-12.1171	50	LINESTRING(-12.1210 83.6077, -12.1132 83.6079)
PS149_30-6	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-04	2025-08-04	16:22:45	16:33:36	83.6079	-12.1127	83.6081	-12.1048	3977.9	3977.8	2025-08-04	16:22:45/16:33:36	83.6080	-12.1088	50	LINESTRING(-12.1127 83.6079, -12.1048 83.6081)
PS149_30-7	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-04	2025-08-04	16:34:36	16:45:54	83.6081	-12.1040	83.6083	-12.0958	3977.8	3977.7	2025-08-04	16:34:36/16:45:54	83.6082	-12.0999	52	LINESTRING(-12.1040 83.6081, -12.0958 83.6083)
PS149_30-8	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-04	2025-08-04	16:46:45	16:59:36	83.6083	-12.0951	83.6084	-12.0855	3977.7	3977.7	2025-08-04	16:46:45/16:59:36	83.6084	-12.0903	60	LINESTRING(-12.0951 83.6083, -12.0855 83.6084)
PS149_30-9	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-04	2025-08-04	17:00:09	17:09:36	83.6084	-12.0851	83.6085	-12.0779	3977.7	3977.7	2025-08-04	17:00:09/17:09:36	83.6084	-12.0815	45	LINESTRING(-12.0851 83.6084, -12.0779 83.6085)
PS149_31-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	65975f30-96fa-4140-b359-d13f111ab9ca	2025-08-07	2025-08-07	21:18:11	21:40:46	83.9050	8.7916	83.9113	9.0527	3808.8	3064	2025-08-07	21:18:11/21:40:46	83.9082	  8.9222	1582	LINESTRING(8.7916 83.9050, 9.0527 83.9113)
PS149_32-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-09	2025-08-10	10:00:12	00:07:56	83.3039	33.6375	83.3269	34.1471	3885.5	3872.4	2025-08-09T10:00:12Z/2025-08-11T00:07:56Z		83.3154	 33.8923	3544	LINESTRING(33.6375 83.3039, 34.1471 83.3269)
PS149_32-10	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-10	2025-08-10	11:58:17	12:43:08	83.2897	33.9413	83.2937	33.9540	3866.9	3868.5	2025-08-10	11:58:17/12:43:08	83.2917	 33.9476	237	LINESTRING(33.9413 83.2897, 33.9540 83.2937)
PS149_32-11	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-10	2025-08-10	12:47:08	12:56:20	83.2940	33.9552	83.2948	33.9578	3868.4	3868.7	2025-08-10	12:47:08/12:56:20	83.2944	 33.9565	48	LINESTRING(33.9552 83.2940, 33.9578 83.2948)
PS149_32-12	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-10	2025-08-10	13:32:13	16:18:09	83.2976	33.9692	83.3097	34.0367	3866.5	3865.6	2025-08-10	13:32:13/16:18:09	83.3036	 34.0030	804	LINESTRING(33.9692 83.2976, 34.0367 83.3097)
PS149_32-13	station	Remotely ObServing INsitu camera for Aggregates	ROSINA		underwater cameras	e0d55827-0762-4c94-bae3-ca8b44259bea	2025-08-10	2025-08-10	17:50:09	18:19:48	83.3144	34.0771	83.3153	34.0916	3865.1	3866.2	2025-08-10	17:50:09/18:19:48	83.3149	 34.0844	106	LINESTRING(34.0771 83.3144, 34.0916 83.3153)
PS149_32-14	station	Multi Corer	MUC_PS		corer	4dd77697-7c38-48bc-bea5-655b74ac1d50	2025-08-10	2025-08-10	20:16:39	23:37:59	83.3183	34.1301	83.3255	34.1496	3867.9	3871.5	2025-08-10	20:16:39/23:37:59	83.3219	 34.1398	420	LINESTRING(34.1301 83.3183, 34.1496 83.3255)
