eventID	eventType	device	device_operation_label	device_operation_subdevices	device_operation_devicetypes	sensor_id	start_date	end_date	start_time	end_time	lat_start	lon_start	lat_end	lon_end	start_depth_m	end_depth_m	eventDate	eventTime	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT
PS149_32-2	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	798f7a48-587d-4257-afa7-5b1c81e7df61	2025-08-09	2025-08-09	16:09:09	18:13:14	83.2274	33.7463	83.2278	33.7319	3831.6	3834.2	2025-08-09	16:09:09/18:13:14	83.2276	 33.7391	97	LINESTRING(33.7463 83.2274, 33.7319 83.2278)
PS149_32-3	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-09	2025-08-09	18:12:57	20:06:00	83.2278	33.7320	83.2309	33.7242	3834.2	3832.4	2025-08-09	18:12:57/20:06:00	83.2294	 33.7281	180	LINESTRING(33.7320 83.2278, 33.7242 83.2309)
PS149_32-4	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-09	2025-08-09	20:07:00	20:19:14	83.2310	33.7242	83.2316	33.7236	3832.5	3833	2025-08-09	20:07:00/20:19:14	83.2313	 33.7239	34	LINESTRING(33.7242 83.2310, 33.7236 83.2316)
PS149_32-5	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-09	2025-08-09	20:19:43	20:31:15	83.2316	33.7235	83.2323	33.7229	3832.9	3832.8	2025-08-09	20:19:43/20:31:15	83.2320	 33.7232	39	LINESTRING(33.7235 83.2316, 33.7229 83.2323)
PS149_32-6	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-09	2025-08-09	20:32:02	20:50:02	83.2324	33.7229	83.2335	33.7220	3832.7	3832.8	2025-08-09	20:32:02/20:50:02	83.2330	 33.7225	62	LINESTRING(33.7229 83.2324, 33.7220 83.2335)
PS149_32-7	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-10	2025-08-10	10:05:10	10:47:53	83.2791	33.9140	83.2832	33.9242	3864.3	3865.3	2025-08-10	10:05:10/10:47:53	83.2812	 33.9191	238	LINESTRING(33.9140 83.2791, 33.9242 83.2832)
PS149_32-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-10	2025-08-10	10:48:50	11:07:27	83.2833	33.9245	83.2850	33.9289	3865.6	3867.3	2025-08-10	10:48:50/11:07:27	83.2842	 33.9267	99	LINESTRING(33.9245 83.2833, 33.9289 83.2850)
PS149_32-9	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-08-10	2025-08-10	11:15:41	11:26:47	83.2858	33.9309	83.2868	33.9336	3867.4	3867.3	2025-08-10	11:15:41/11:26:47	83.2863	 33.9322	58	LINESTRING(33.9309 83.2858, 33.9336 83.2868)
PS149_33-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-11	2025-08-11	10:04:54	11:57:04	83.6617	27.8314	83.6671	27.8643	4061	4060.4	2025-08-11	10:04:54/11:57:04	83.6644	 27.8479	362	LINESTRING(27.8314 83.6617, 27.8643 83.6671)
PS149_33-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-11	2025-08-11	11:57:26	14:10:18	83.6672	27.8645	83.6740	27.8850	4060.5	4060.9	2025-08-11	11:57:26/14:10:18	83.6706	 27.8747	399	LINESTRING(27.8645 83.6672, 27.8850 83.6740)
PS149_33-3	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-11	2025-08-11	12:40:28	12:47:43	83.6700	27.8764	83.6703	27.8778	4060.5	4060.4	2025-08-11	12:40:28/12:47:43	83.6702	 27.8771	19	LINESTRING(27.8764 83.6700, 27.8778 83.6703)
PS149_34-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	65975f30-96fa-4140-b359-d13f111ab9ca	2025-08-11	2025-08-11	14:12:27	14:47:09	83.6743	27.8843	83.6502	27.6582	4060.8	4061.2	2025-08-11	14:12:27/14:47:09	83.6623	 27.7713	1932	LINESTRING(27.8843 83.6743, 27.6582 83.6502)
PS149_35-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-11	2025-08-11	23:00:21	23:07:56	84.3333	22.7589	84.3333	22.7594	4063.5	4063.1	2025-08-11	23:00:21/23:07:56	84.3333	 22.7591	3	LINESTRING(22.7589 84.3333, 22.7594 84.3333)
PS149_35-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-12	2025-08-12	08:28:46	08:41:18	84.4561	22.0422	84.4643	22.1725	4063.5	4063.1	2025-08-12	08:28:46/08:41:18	84.4602	 22.1074	836	LINESTRING(22.0422 84.4561, 22.1725 84.4643)
PS149_35-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-11	2025-08-11	00:06:34	00:13:11	84.3401	21.9115	84.3403	21.9072	4063.8	4063.9	2025-08-11	00:06:34/00:13:11	84.3402	 21.9093	26	LINESTRING(21.9115 84.3401, 21.9072 84.3403)
PS149_35-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-11	2025-08-11	01:10:12	01:20:34	84.4094	21.7824	84.4121	21.8048	4065	4065	2025-08-11	01:10:12/01:20:34	84.4108	 21.7936	193	LINESTRING(21.7824 84.4094, 21.8048 84.4121)
PS149_35-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-11	2025-08-12	01:57:58	02:04:09	84.4125	22.4597	84.4117	22.4871	4064.3	4064.3	2025-08-12T01:57:58Z/2025-08-12T02:04:09Z		84.4121	 22.4734	155	LINESTRING(22.4597 84.4125, 22.4871 84.4117)
PS149_35-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-12	2025-08-12	02:47:45	02:54:36	84.4188	23.2138	84.4230	23.2150	4064.2	4063.5	2025-08-12	02:47:45/02:54:36	84.4209	 23.2144	234	LINESTRING(23.2138 84.4188, 23.2150 84.4230)
PS149_35-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-12	2025-08-12	03:37:16	03:43:45	84.4833	22.8357	84.4869	22.8073	4063.8	4063.5	2025-08-12	03:37:16/03:43:45	84.4851	 22.8215	251	LINESTRING(22.8357 84.4833, 22.8073 84.4869)
PS149_35-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-12	2025-08-12	04:39:45	04:48:27	84.5176	22.4749	84.5156	22.4893	4061.6	4061.5	2025-08-12	04:39:45/04:48:27	84.5166	 22.4821	135	LINESTRING(22.4749 84.5176, 22.4893 84.5156)
PS149_35-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-12	2025-08-12	05:59:36	06:09:59	84.4831	21.5424	84.4849	21.5127	4063	4062.8	2025-08-12	05:59:36/06:09:59	84.4840	 21.5275	188	LINESTRING(21.5424 84.4831, 21.5127 84.4849)
PS149_35-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-12	2025-08-12	08:34:44	07:18:02	84.4614	22.1331	84.4022	20.9492	4063	4064.9	2025-08-12	08:34:44/07:18:02	84.4318	 21.5412	7208	LINESTRING(22.1331 84.4614, 20.9492 84.4022)
PS149_36-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-12	2025-08-14	08:52:05	19:22:33	84.4737	22.1715	84.6128	21.5747	4061.7	4059.8	2025-08-12T08:52:05Z/2025-08-14T19:22:33Z		84.5432	 21.8731	8369	LINESTRING(22.1715 84.4737, 21.5747 84.6128)
PS149_36-10	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-08-13	2025-08-13	11:08:47	11:26:56	84.5067	22.1154	84.5062	22.1135	4061.9	4061.9	2025-08-13	11:08:47/11:26:56	84.5064	 22.1144	30	LINESTRING(22.1154 84.5067, 22.1135 84.5062)
PS149_36-11	profile	Maritime Robotics Otter Pro USV SN124	otter_pro_usv_124		small boat	28f5f680-0af8-431f-a46b-736ae926c241	2025-08-13	2025-08-13	17:14:45	18:08:01	84.5136	21.8519	84.5202	21.8296	4064	4063.9	2025-08-13	17:14:45/18:08:01	84.5169	 21.8407	386	LINESTRING(21.8519 84.5136, 21.8296 84.5202)
PS149_36-12	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-13	2025-08-13	22:11:06	22:20:51	84.5435	21.8172	84.5440	21.8165	4063.7	4063.6	2025-08-13	22:11:06/22:20:51	84.5437	 21.8169	28	LINESTRING(21.8172 84.5435, 21.8165 84.5440)
PS149_36-13	station	TV-guided Multiple Corer	TV-MUC		corer	59405e69-7179-4bf0-b71c-0db656bfc279	2025-08-14	2025-08-14	14:37:09	17:45:45	84.5976	21.5928	84.6063	21.5620	4059.1	4059.8	2025-08-14	14:37:09/17:45:45	84.6020	 21.5774	510	LINESTRING(21.5928 84.5976, 21.5620 84.6063)
PS149_36-2	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	798f7a48-587d-4257-afa7-5b1c81e7df61	2025-08-12	2025-08-12	11:58:12	13:47:02	84.4769	22.1443	84.4779	22.0556	4061.9	4061.7	2025-08-12	11:58:12/13:47:02	84.4774	 22.0999	478	LINESTRING(22.1443 84.4769, 22.0556 84.4779)
PS149_36-3	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-12	2025-08-12	14:29:09	16:24:24	84.4799	22.0122	84.4896	21.9215	4061.6	4061.4	2025-08-12	14:29:09/16:24:24	84.4847	 21.9669	726	LINESTRING(22.0122 84.4799, 21.9215 84.4896)
PS149_36-4	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-12	2025-08-12	16:24:45	16:35:45	84.4897	21.9213	84.4908	21.9171	4061.5	4061.7	2025-08-12	16:24:45/16:35:45	84.4902	 21.9192	65	LINESTRING(21.9213 84.4897, 21.9171 84.4908)
PS149_36-5	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-12	2025-08-12	16:36:18	16:48:27	84.4909	21.9169	84.4921	21.9134	4061.4	4061.8	2025-08-12	16:36:18/16:48:27	84.4915	 21.9151	69	LINESTRING(21.9169 84.4909, 21.9134 84.4921)
PS149_36-6	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-12	2025-08-12	16:49:09	17:02:09	84.4922	21.9132	84.4936	21.9108	4061.6	4062	2025-08-12	16:49:09/17:02:09	84.4929	 21.9120	79	LINESTRING(21.9132 84.4922, 21.9108 84.4936)
PS149_36-7	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-12	2025-08-12	21:54:14	01:02:16	84.5064	22.0817	84.4979	22.0780	4061.7	4061.5	2025-08-12	21:54:14/01:02:16	84.5022	 22.0799	474	LINESTRING(22.0817 84.5064, 22.0780 84.4979)
PS149_36-8	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-12	2025-08-12	22:45:49	22:56:32	84.5039	22.1044	84.5033	22.1070	4062	4062	2025-08-12	22:45:49/22:56:32	84.5036	 22.1057	36	LINESTRING(22.1044 84.5039, 22.1070 84.5033)
PS149_36-9	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-13	2025-08-13	10:03:34	10:56:07	84.5087	22.1100	84.5071	22.1159	4061.8	4061.7	2025-08-13	10:03:34/10:56:07	84.5079	 22.1129	94	LINESTRING(22.1100 84.5087, 22.1159 84.5071)
PS149_37-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-15	2025-08-15	20:00:50	21:58:36	84.1839	-1.4017	84.1722	-1.4391	3011.6	3922.9	2025-08-15	20:00:50/21:58:36	84.1780	 -1.4204	685	LINESTRING(-1.4017 84.1839, -1.4391 84.1722)
PS149_37-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-15	2025-08-15	22:01:03	22:10:43	84.1706	-1.4361	84.1686	-1.4389	3262.6	0	2025-08-15	22:01:03/22:10:43	84.1696	 -1.4375	112	LINESTRING(-1.4361 84.1706, -1.4389 84.1686)
PS149_37-3	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-15	2025-08-15	22:17:51	23:17:29	84.1668	-1.4397	84.1631	-1.4693	0	3011.6	2025-08-15	22:17:51/23:17:29	84.1650	 -1.4545	265	LINESTRING(-1.4397 84.1668, -1.4693 84.1631)
PS149_37-4	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-15	2025-08-15	23:17:50	23:34:17	84.1631	-1.4695	84.1610	-1.4851	3011.6	3060.7	2025-08-15	23:17:50/23:34:17	84.1620	 -1.4773	147	LINESTRING(-1.4695 84.1631, -1.4851 84.1610)
PS149_38-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	65975f30-96fa-4140-b359-d13f111ab9ca	2025-08-15	2025-08-15	23:46:59	00:07:52	84.1586	-1.4966	84.1354	-1.3853	3025.2	3485.6	2025-08-15	23:46:59/00:07:52	84.1470	 -1.4409	1438	LINESTRING(-1.4966 84.1586, -1.3853 84.1354)
PS149_39-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	02:07:09	02:17:27	84.0478	-2.9461	84.0434	-3.0309	3357.1	3011.6	2025-08-16	02:07:09/02:17:27	84.0456	 -2.9885	548	LINESTRING(-2.9461 84.0478, -3.0309 84.0434)
PS149_39-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	09:06:22	09:14:13	83.8370	-7.0959	83.8359	-7.1489	3088.7	3111.4	2025-08-16	09:06:22/09:14:13	83.8364	 -7.1224	323	LINESTRING(-7.0959 83.8370, -7.1489 83.8359)
PS149_39-11	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	10:05:19	10:11:19	83.7982	-7.5488	83.7941	-7.6005	3289.8	3264	2025-08-16	10:05:19/10:11:19	83.7962	 -7.5746	386	LINESTRING(-7.5488 83.7982, -7.6005 83.7941)
PS149_39-12	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	10:41:43	10:47:56	83.7638	-7.8912	83.7624	-7.9674	3226.9	3258.8	2025-08-16	10:41:43/10:47:56	83.7631	 -7.9293	467	LINESTRING(-7.8912 83.7638, -7.9674 83.7624)
PS149_39-13	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	11:26:02	11:31:36	83.7353	-8.3265	83.7260	-8.3751	3409.1	3408.9	2025-08-16	11:26:02/11:31:36	83.7307	 -8.3508	596	LINESTRING(-8.3265 83.7353, -8.3751 83.7260)
PS149_39-14	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	11:51:01	11:56:51	83.7029	-8.7241	83.6926	-8.7834	3407.2	3406.8	2025-08-16	11:51:01/11:56:51	83.6978	 -8.7538	678	LINESTRING(-8.7241 83.7029, -8.7834 83.6926)
PS149_39-15	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	12:28:44	12:36:51	83.6350	-9.0173	83.6268	-9.1092	3343.6	3369.7	2025-08-16	12:28:44/12:36:51	83.6309	 -9.0632	728	LINESTRING(-9.0173 83.6350, -9.1092 83.6268)
PS149_39-16	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	13:03:42	13:11:43	83.5913	-9.3441	83.5857	-9.4415	3301.5	3380.4	2025-08-16	13:03:42/13:11:43	83.5885	 -9.3928	681	LINESTRING(-9.3441 83.5913, -9.4415 83.5857)
PS149_39-17	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	13:46:23	13:57:13	83.5765	-9.9313	83.5740	-10.0686	3269.3	3352	2025-08-16	13:46:23/13:57:13	83.5752	-10.0000	866	LINESTRING(-9.9313 83.5765, -10.0686 83.5740)
PS149_39-18	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	14:19:09	14:26:27	83.5486	-10.3064	83.5442	-10.3783	3424.2	3389.2	2025-08-16	14:19:09/14:26:27	83.5464	-10.3424	512	LINESTRING(-10.3064 83.5486, -10.3783 83.5442)
PS149_39-19	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	15:15:09	15:20:54	83.5259	-10.8309	83.5240	-10.9271	3059.2	3096.2	2025-08-16	15:15:09/15:20:54	83.5249	-10.8790	613	LINESTRING(-10.8309 83.5259, -10.9271 83.5240)
PS149_39-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	02:47:45	02:55:09	84.0181	-3.4449	84.0129	-3.4733	3254.3	3170.4	2025-08-16	02:47:45/02:55:09	84.0155	 -3.4591	333	LINESTRING(-3.4449 84.0181, -3.4733 84.0129)
PS149_39-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	03:38:18	03:45:45	83.9856	-3.8805	83.9855	-3.9357	3226.6	3171.1	2025-08-16	03:38:18/03:45:45	83.9856	 -3.9081	322	LINESTRING(-3.8805 83.9856, -3.9357 83.9855)
PS149_39-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	04:43:18	04:50:54	83.9793	-4.3368	83.9775	-4.3732	3014.6	3062.6	2025-08-16	04:43:18/04:50:54	83.9784	 -4.3550	235	LINESTRING(-4.3368 83.9793, -4.3732 83.9775)
PS149_39-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	05:24:27	05:33:54	83.9639	-4.7745	83.9614	-4.8147	3187.2	3936.5	2025-08-16	05:24:27/05:33:54	83.9626	 -4.7946	273	LINESTRING(-4.7745 83.9639, -4.8147 83.9614)
PS149_39-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	06:13:11	06:20:04	83.9282	-5.1598	83.9291	-5.1740	3060.7	3067.2	2025-08-16	06:13:11/06:20:04	83.9286	 -5.1669	97	LINESTRING(-5.1598 83.9282, -5.1740 83.9291)
PS149_39-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	07:00:20	07:06:49	83.9040	-5.6217	83.8992	-5.6307	0	3367.7	2025-08-16	07:00:20/07:06:49	83.9016	 -5.6262	272	LINESTRING(-5.6217 83.9040, -5.6307 83.8992)
PS149_39-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	07:20:26	07:43:13	83.8884	-5.8012	83.8870	-6.0833	3011.6	3117.6	2025-08-16	07:20:26/07:43:13	83.8877	 -5.9422	1674	LINESTRING(-5.8012 83.8884, -6.0833 83.8870)
PS149_39-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-16	2025-08-16	08:24:27	08:30:57	83.8554	-6.5600	83.8572	-6.6225	3036.9	3089.8	2025-08-16	08:24:27/08:30:57	83.8563	 -6.5912	386	LINESTRING(-6.5600 83.8554, -6.6225 83.8572)
PS149_40-1	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-16	2025-08-16	14:29:45	14:49:09	83.5429	-10.3986	83.5404	-10.4131	3394.1	3342.7	2025-08-16	14:29:45/14:49:09	83.5416	-10.4059	166	LINESTRING(-10.3986 83.5429, -10.4131 83.5404)
PS149_41-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-16	2025-08-18	21:55:00	00:30:07	83.0795	-12.9479	82.7207	-12.8528	3407.7	3011.6	2025-08-16T21:55:00Z/2025-08-19T00:30:07Z		82.9001	-12.9004	19982	LINESTRING(-12.9479 83.0795, -12.8528 82.7207)
PS149_41-10	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-17	2025-08-17	15:21:45	17:20:27	82.9351	-12.8041	82.9163	-12.8046	3160.6	3150.7	2025-08-17	15:21:45/17:20:27	82.9257	-12.8044	1046	LINESTRING(-12.8041 82.9351, -12.8046 82.9163)
PS149_41-11	station	Maritime Robotics Otter Pro USV SN124	otter_pro_usv_124		small boat	28f5f680-0af8-431f-a46b-736ae926c241	2025-08-18	2025-08-18	13:00:58	13:51:00	82.7734	-12.8337	82.7702	-12.8326	3263.4	3341.3	2025-08-18	13:00:58/13:51:00	82.7718	-12.8332	178	LINESTRING(-12.8337 82.7734, -12.8326 82.7702)
PS149_41-12	station	TV-guided Multiple Corer	TV-MUC		corer	59405e69-7179-4bf0-b71c-0db656bfc279	2025-08-18	2025-08-18	14:30:45	17:36:36	82.7677	-12.8314	82.7528	-12.8325	3011.6	3011.6	2025-08-18	14:30:45/17:36:36	82.7602	-12.8319	829	LINESTRING(-12.8314 82.7677, -12.8325 82.7528)
PS149_41-3	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-16	2025-08-16	23:31:30	23:42:23	83.0640	-12.9404	83.0626	-12.9394	3383.3	3381.5	2025-08-16	23:31:30/23:42:23	83.0633	-12.9399	78	LINESTRING(-12.9404 83.0640, -12.9394 83.0626)
PS149_41-4	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	798f7a48-587d-4257-afa7-5b1c81e7df61	2025-08-17	2025-08-17	10:00:24	11:59:05	82.9751	-12.8144	82.9610	-12.8186	3242.5	3210.4	2025-08-17	10:00:24/11:59:05	82.9680	-12.8165	785	LINESTRING(-12.8144 82.9751, -12.8186 82.9610)
PS149_41-5	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-17	2025-08-17	11:59:30	12:21:30	82.9609	-12.8186	82.9582	-12.8191	3209.6	3200.2	2025-08-17	11:59:30/12:21:30	82.9596	-12.8189	150	LINESTRING(-12.8186 82.9609, -12.8191 82.9582)
PS149_41-6	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-17	2025-08-17	12:21:50	12:36:53	82.9582	-12.8191	82.9564	-12.8193	3200.2	3195.3	2025-08-17	12:21:50/12:36:53	82.9573	-12.8192	100	LINESTRING(-12.8191 82.9582, -12.8193 82.9564)
PS149_41-7	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-17	2025-08-17	12:37:12	12:52:02	82.9563	-12.8193	82.9546	-12.8192	3194.5	3194.1	2025-08-17	12:37:12/12:52:02	82.9554	-12.8192	95	LINESTRING(-12.8193 82.9563, -12.8192 82.9546)
PS149_41-8	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-08-17	2025-08-17	13:04:54	13:25:04	82.9531	-12.8188	82.9507	-12.8176	3191.9	3186.5	2025-08-17	13:04:54/13:25:04	82.9519	-12.8182	134	LINESTRING(-12.8188 82.9531, -12.8176 82.9507)
PS149_42-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	03:51:27	04:02:09	82.7239	-11.3091	82.7337	-11.2282	3161.5	3179.1	2025-08-19	03:51:27/04:02:09	82.7288	-11.2687	789	LINESTRING(-11.3091 82.7239, -11.2282 82.7337)
PS149_42-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	09:14:10	09:21:01	82.9561	-7.9169	82.9644	-7.8332	3179.5	3117.1	2025-08-19	09:14:10/09:21:01	82.9602	 -7.8750	735	LINESTRING(-7.9169 82.9561, -7.8332 82.9644)
PS149_42-11	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	09:51:08	09:57:21	83.0078	-7.6944	83.0160	-7.6291	3143.5	3011.6	2025-08-19	09:51:08/09:57:21	83.0119	 -7.6617	636	LINESTRING(-7.6944 83.0078, -7.6291 83.0160)
PS149_42-12	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	10:16:29	10:22:32	83.0402	-7.3703	83.0515	-7.3165	3011.7	3011.7	2025-08-19	10:16:29/10:22:32	83.0459	 -7.3434	726	LINESTRING(-7.3703 83.0402, -7.3165 83.0515)
PS149_42-13	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	10:36:35	10:46:35	83.0742	-7.1528	83.0896	-7.1002	3011.6	3016.2	2025-08-19	10:36:35/10:46:35	83.0819	 -7.1265	927	LINESTRING(-7.1528 83.0742, -7.1002 83.0896)
PS149_42-14	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	11:06:56	11:16:08	83.1187	-6.9419	83.1305	-6.8368	3011.7	3214.3	2025-08-19	11:06:56/11:16:08	83.1246	 -6.8893	960	LINESTRING(-6.9419 83.1187, -6.8368 83.1305)
